route_id,origin,destination,travel_corridor,service_category,pricing_model,distance,estimated_travel_time,hatchback_price,sedan_price,suv_price,innova_price,per_km_rates,round_trip_rates,driver_allowance,tolls_and_taxes,url
tempo-traveller-in-ganeshpur-roorkee-haridwar,Local Hub / Base,Ganeshpur Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-ganeshpur-roorkee-haridwar/
tempo-traveller-in-garhmirpur-haridwar,Local Hub / Base,Garhmirpur Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-garhmirpur-haridwar/
tempo-traveller-in-gurkul-narsan-roorkee-haridwar,Local Hub / Base,Gurkul Narsan Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-gurkul-narsan-roorkee-haridwar/
tempo-traveller-in-gurukul-kangri-haridwar,Local Hub / Base,Gurukul Kangri Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-gurukul-kangri-haridwar/
tempo-traveller-in-gurukul-pharmecy-haridwar,Local Hub / Base,Gurukul Pharmecy Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-gurukul-pharmecy-haridwar/
tempo-traveller-in-hallumajra-roorkee-haridwar,Local Hub / Base,Hallumajra Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-hallumajra-roorkee-haridwar/
tempo-traveller-in-harchadpur-nizampur-roorkee-haridwar,Local Hub / Base,Harchadpur Nizampur Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-harchadpur-nizampur-roorkee-haridwar/
tempo-traveller-in-haridwar-haridwar-haridwar,Local Hub / Base,Haridwar Haridwar Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-haridwar-haridwar-haridwar/
tempo-traveller-in-harjoli-jatt-roorkee-haridwar,Local Hub / Base,Harjoli Jatt Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-harjoli-jatt-roorkee-haridwar/
tempo-traveller-in-ibrahimpur-haridwar,Local Hub / Base,Ibrahimpur Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-ibrahimpur-haridwar/
tempo-traveller-in-ibrahimpur-mashi-roorkee-haridwar,Local Hub / Base,Ibrahimpur Mashi Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-ibrahimpur-mashi-roorkee-haridwar/
tempo-traveller-in-iit-roorkee-roorkee-haridwar,Local Hub / Base,Iit Roorkee Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-iit-roorkee-roorkee-haridwar/
tempo-traveller-in-imalikhera-roorkee-haridwar,Local Hub / Base,Imalikhera Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-imalikhera-roorkee-haridwar/
tempo-traveller-in-iqbalpur-roorkee-haridwar,Local Hub / Base,Iqbalpur Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-iqbalpur-roorkee-haridwar/
tempo-traveller-in-jhabrera-roorkee-haridwar,Local Hub / Base,Jhabrera Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-jhabrera-roorkee-haridwar/
tempo-traveller-in-jwalapur-haridwar,Local Hub / Base,Jwalapur Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-jwalapur-haridwar/
tempo-traveller-in-jwalapur-town-haridwar,Local Hub / Base,Jwalapur Town Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-jwalapur-town-haridwar/
tempo-traveller-in-kankhal-haridwar,Local Hub / Base,Kankhal Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-kankhal-haridwar/
tempo-traveller-in-khanpur-laksar-haridwar,Local Hub / Base,Khanpur Laksar Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-khanpur-laksar-haridwar/
tempo-traveller-in-khera-jatt-roorkee-haridwar,Local Hub / Base,Khera Jatt Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-khera-jatt-roorkee-haridwar/
tempo-traveller-in-kheri-mubarakpur-laksar-haridwar,Local Hub / Base,Kheri Mubarakpur Laksar Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-kheri-mubarakpur-laksar-haridwar/
tempo-traveller-in-khubbanpur-roorkee-haridwar,Local Hub / Base,Khubbanpur Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-khubbanpur-roorkee-haridwar/
tempo-traveller-services-in-foundry-nagar-agra,Local Hub / Base,Foundry Nagar Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-foundry-nagar-agra/
tempo-traveller-services-in-g-l-emporiaumi-agra,Local Hub / Base,G L Emporiaumi Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-g-l-emporiaumi-agra/
tempo-traveller-services-in-gajaura-agra,Local Hub / Base,Gajaura Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-gajaura-agra/
tempo-traveller-services-in-gandhi-nagar-agra,Local Hub / Base,Gandhi Nagar Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-gandhi-nagar-agra/
tempo-traveller-services-in-garh-mukha-agra,Local Hub / Base,Garh Mukha Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-garh-mukha-agra/
tempo-traveller-services-in-garhi-lal-kalan-agra,Local Hub / Base,Garhi Lal Kalan Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-garhi-lal-kalan-agra/
tempo-traveller-services-in-gg-industries-agra,Local Hub / Base,Gg Industries Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-gg-industries-agra/
tempo-traveller-services-in-gm-khan-agra,Local Hub / Base,Gm Khan Agra,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-services-in-gm-khan-agra/
testimonials-2,General,General,Other Regional Routes & Informational Hubs,Special Service / Information Page,custom_or_hourly,Per actual route,Varies by traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.agrashivtourandtravels.com/testimonials-2/
testimonials,General,General,Other Regional Routes & Informational Hubs,Special Service / Information Page,custom_or_hourly,Per actual route,Varies by traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.agrashivtourandtravels.com/testimonials/
than-singh-nagar-delhi-to-agra-taxi,Than Singh Nagar Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/than-singh-nagar-delhi-to-agra-taxi/
thana-shankar-dwari-fatehabad-agra-to-lucknow-taxi-services,Thana Shankar Dwari Fatehabad Agra,Lucknow,Agra (Localities) -> Lucknow,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/thana-shankar-dwari-fatehabad-agra-to-lucknow-taxi-services/
therai-fatehabad-agra-to-lucknow-taxi-services,Therai Fatehabad Agra,Lucknow,Agra (Localities) -> Lucknow,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/therai-fatehabad-agra-to-lucknow-taxi-services/
tihar-delhi-to-agra-taxi,Tihar Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tihar-delhi-to-agra-taxi/
tilak-nagar-delhi-to-agra-taxi,Tilak Nagar Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tilak-nagar-delhi-to-agra-taxi/
tilak-nagar-east-delhi-to-agra-taxi,Tilak Nagar East Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tilak-nagar-east-delhi-to-agra-taxi/
timarpur-delhi-to-agra-taxi,Timarpur Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/timarpur-delhi-to-agra-taxi/
tiwaha-fatehabad-agra-to-lucknow-taxi-services,Tiwaha Fatehabad Agra,Lucknow,Agra (Localities) -> Lucknow,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/tiwaha-fatehabad-agra-to-lucknow-taxi-services/
tnatpur-kheragarh-agra-to-lucknow-taxi-services,Tnatpur Kheragarh Agra,Lucknow,Agra (Localities) -> Lucknow,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/tnatpur-kheragarh-agra-to-lucknow-taxi-services/
tomb-of-akbar-hire-outstation-taxi-in-agra-now,General,General,Other Regional Routes & Informational Hubs,Special Service / Information Page,custom_or_hourly,Per actual route,Varies by traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.agrashivtourandtravels.com/tomb-of-akbar-hire-outstation-taxi-in-agra-now/
trilokpuri-delhi-to-agra-taxi,Trilokpuri Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/trilokpuri-delhi-to-agra-taxi/
tughlakabad-a-f-station-delhi-to-agra-taxi,Tughlakabad A F Station Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tughlakabad-a-f-station-delhi-to-agra-taxi/
tughlakabad-delhi-to-agra-taxi,Tughlakabad Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tughlakabad-delhi-to-agra-taxi/
