route_id,origin,destination,travel_corridor,service_category,pricing_model,distance,estimated_travel_time,hatchback_price,sedan_price,suv_price,innova_price,per_km_rates,round_trip_rates,driver_allowance,tolls_and_taxes,url
tatarpur-delhi-to-agra-taxi,Tatarpur Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tatarpur-delhi-to-agra-taxi/
tatarpur-gurgaon-to-agra-taxi,Tatarpur Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tatarpur-gurgaon-to-agra-taxi/
tauru-extension-counter-gurgaon-to-agra-taxi,Tauru Extension Counter Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tauru-extension-counter-gurgaon-to-agra-taxi/
tauru-gurgaon-to-agra-taxi,Tauru Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/tauru-gurgaon-to-agra-taxi/
taxi-services-in-shahchokha-gurgaon,Local Hub / Base,Shahchokha Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-shahchokha-gurgaon/
taxi-services-in-sherpur-gurgaon,Local Hub / Base,Sherpur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sherpur-gurgaon/
taxi-services-in-shivaji-nagar-gurgaon,Local Hub / Base,Shivaji Nagar Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-shivaji-nagar-gurgaon/
taxi-services-in-sidhrawali-gurgaon,Local Hub / Base,Sidhrawali Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sidhrawali-gurgaon/
taxi-services-in-sihri-singhalheri-gurgaon,Local Hub / Base,Sihri Singhalheri Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sihri-singhalheri-gurgaon/
taxi-services-in-sikanderpur-gurgaon,Local Hub / Base,Sikanderpur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sikanderpur-gurgaon/
taxi-services-in-sikohpur-gurgaon,Local Hub / Base,Sikohpur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sikohpur-gurgaon/
taxi-services-in-sikrawa-gurgaon,Local Hub / Base,Sikrawa Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sikrawa-gurgaon/
taxi-services-in-singar-gurgaon,Local Hub / Base,Singar Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-singar-gurgaon/
taxi-services-in-smaspur-gurgaon,Local Hub / Base,Smaspur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-smaspur-gurgaon/
taxi-services-in-sohna-adda-gurgaon,Local Hub / Base,Sohna Adda Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sohna-adda-gurgaon/
taxi-services-in-sohna-sohna-gurgaon,Local Hub / Base,Sohna Sohna Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sohna-sohna-gurgaon/
taxi-services-in-sudaka-gurgaon,Local Hub / Base,Sudaka Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sudaka-gurgaon/
taxi-services-in-sultanpur-gurgaon,Local Hub / Base,Sultanpur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sultanpur-gurgaon/
taxi-services-in-sundh-gurgaon,Local Hub / Base,Sundh Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-sundh-gurgaon/
taxi-services-in-syed-shahpur-gurgaon,Local Hub / Base,Syed Shahpur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-syed-shahpur-gurgaon/
taxi-services-in-tain-gurgaon,Local Hub / Base,Tain Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-tain-gurgaon/
taxi-services-in-tapkan-gurgaon,Local Hub / Base,Tapkan Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-tapkan-gurgaon/
taxi-services-in-tatarpur-gurgaon,Local Hub / Base,Tatarpur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-tatarpur-gurgaon/
taxi-services-in-tauru-extension-counter-gurgaon,Local Hub / Base,Tauru Extension Counter Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-tauru-extension-counter-gurgaon/
taxi-services-in-tauru-tauru-gurgaon,Local Hub / Base,Tauru Tauru Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-tauru-tauru-gurgaon/
taxi-services-in-teekli-gurgaon,Local Hub / Base,Teekli Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-teekli-gurgaon/
taxi-services-in-turkiawas-gurgaon,Local Hub / Base,Turkiawas Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-turkiawas-gurgaon/
taxi-services-in-ujina-gurgaon,Local Hub / Base,Ujina Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-ujina-gurgaon/
taxi-services-in-umra-gurgaon,Local Hub / Base,Umra Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-umra-gurgaon/
taxi-services-in-unchamajra-gurgaon,Local Hub / Base,Unchamajra Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-unchamajra-gurgaon/
taxi-services-in-urban-estate-gurgaon,Local Hub / Base,Urban Estate Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-urban-estate-gurgaon/
taxi-services-in-wazipur-gurgaon,Local Hub / Base,Wazipur Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-wazipur-gurgaon/
taxi-services-in-wazirabad-gurgaon,Local Hub / Base,Wazirabad Gurgaon,Local City Taxi (Gurgaon / NCR Localities),Local City Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/taxi-services-in-wazirabad-gurgaon/
teekli-gurgaon-to-agra-taxi,Teekli Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/teekli-gurgaon-to-agra-taxi/
tehra-agra-to-lucknow-taxi-services,Tehra Agra,Lucknow,Agra (Localities) -> Lucknow,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/tehra-agra-to-lucknow-taxi-services/
tehu-etmadpur-agra-to-lucknow-taxi-services,Tehu Etmadpur Agra,Lucknow,Agra (Localities) -> Lucknow,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/tehu-etmadpur-agra-to-lucknow-taxi-services/
teliwara-delhi-to-agra-taxi,Teliwara Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/teliwara-delhi-to-agra-taxi/
tempo-traveller-in-chudiala-roorkee-haridwar,Local Hub / Base,Chudiala Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-chudiala-roorkee-haridwar/
tempo-traveller-in-dabki-kalan-laksar-haridwar,Local Hub / Base,Dabki Kalan Laksar Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-dabki-kalan-laksar-haridwar/
tempo-traveller-in-dandera-khwaspur-roorkee-haridwar,Local Hub / Base,Dandera Khwaspur Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-dandera-khwaspur-roorkee-haridwar/
tempo-traveller-in-dandhera-roorkee-haridwar,Local Hub / Base,Dandhera Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-dandhera-roorkee-haridwar/
tempo-traveller-in-daulatpur-haridwar-haridwar,Local Hub / Base,Daulatpur Haridwar Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-daulatpur-haridwar-haridwar/
tempo-traveller-in-dhanauri-roorkee-haridwar,Local Hub / Base,Dhanauri Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-dhanauri-roorkee-haridwar/
tempo-traveller-in-dhanpura-haridwar,Local Hub / Base,Dhanpura Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-dhanpura-haridwar/
tempo-traveller-in-gandhi-road-haridwar-haridwar,Local Hub / Base,Gandhi Road Haridwar Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-gandhi-road-haridwar-haridwar/
tempo-traveller-in-ganesh-vatika-roorkee-haridwar,Local Hub / Base,Ganesh Vatika Roorkee Haridwar,Local Tempo Traveller (Haridwar / Agra),Local Tempo Traveller,tempo_traveller,Per actual route,Varies by traffic,N/A (Group Mini-Bus),N/A (Group Mini-Bus),From Rs. 17 / KM (7-Seater),From Rs. 25 / KM (12-Seater),7 Seater: Rs. 17/km up to 26 Seater: Rs. 34/km,Min 300 KM / Day billing rule,Rs. 500 / Day,"Tolls, Parking & State Tax Extra",https://www.agrashivtourandtravels.com/tempo-traveller-in-ganesh-vatika-roorkee-haridwar/
